,Rating,Review_Date,Release_Date,Review_clean,Sentiment,Genres
1108,6.0,11 August 2024,"June 7, 2024 (United States)",though enjoyable bad boys ride or die does very little to offer anything fresh the movie does boast some decent action set pieces and some great stunt work but the comedy just fails to hit that sweet spot and feels a little forced will smiths performance shines through as he drags martin lawrence through this retread of tired storytelling i love martin but he just feels off in this movie they need to stop riding this franchise and let it go before it descends into just another over the top cgi fest that the fast and furious has become as much as i like will and martin i think its time to let the bad boys retire,NEGATIVE,Comedy
1109,6.0,30 July 2024,"June 7, 2024 (United States)",a noteworthy addition to the franchise this film seamlessly blends modern filmmaking techniques with classic cinematography the directors strike a perfect balance the movie feels fresh while retaining the franchises nostalgic charm the transitions shifting perspectives povs and the hazy gradient yellow skies perfectly capture the essence of miami and its finest will smith and martin lawrences onscreen bromance and comedic timing remain a delight their chemistry is the heart of the film even amidst explosive action sequences with plane crashes and alligators while the side characters were effective a little more screen time for them could have further enriched the story overall the film maintains a steady pace that keeps you engaged dennis greenes reggie was a force to be reckoned with he grabbed the opportunity with open arms and left the audience speechless with his action sequence jacob scipio also impressed as armando armas bringing a crispness to his character sum up the films success lies in its masterful blend of hilarious humor and cuttingedge filmmaking techniques,POSITIVE,Comedy
1110,5.0,24 July 2024,"June 7, 2024 (United States)",this franchise has gone only slowly downhill from the first one but this attempt is still pretty good martin lawrence has bounced back from his stoke like a champ and is still one of the funniest guys in the business it was good to see him and also good to see these two together again the pair seemed more intense than in past films even during the comedic parts and that kind of distracted from the humor bujt it still came through enough for the audience to get a laugh too bad a lot of folks are still holding the slap against will smith yes the dudes had and still has problems but hes an actorforget it and enjoy the ride i wouldnt have anything to do with him in real life but movies arent real life,POSITIVE,Comedy
1111,1.0,15 July 2024,"June 7, 2024 (United States)",one of the summers biggest unknown blockbusters the fourth instalment of the bad boys franchise ride or die has become one of the surprise success stories of the up and down movie season with it also becoming one of the rare examples of where not messing with the formula has once more served this newest entry to become another highly entertaining and throwaway addition to the series directed again by duo adil el arbi and bilall fallah who back up their solid work from s bad boys for life ride or die gives audiences more of what they will want from the exploits of bffs and miami detectives mike lowrey and marcus burnett with an adrenaline filled red bull infused version of an action comedy that at the same time marks the return of will smith following slapgate which based off the criticalaudience reception and box off return of this feature suggest all has been forgiven for the shamed alister a remarkable story of resilience and staying power and now a bastion of old hollywood franchises that have somehow managed to stay relevant and wanted in todays pop culture scene ride or die continues to harbour the same amount of energy chemistry and spectacle as past entries in the franchise with the kicker this time around being that smiths lowrey and lawrences burnett find themselves wanted men in a to be expected type of narrative that sees back and forth banter snappy action kicks and pretty localesstars remain front and centre throughout the films close to two hour running time make no doubt about it theres little in the way of subtilty restraint or care of making an ounce of sense on display here but thats entirely to be expected with ride or die a film for the fans and a film best left avoided by anyone who has never enjoyed the one time michael bay lead property with there being little reason to expect this frenetic offering is going to change anyones opinion of the bad boys property key to the films perfectly adequate middle ground success is once more the comradery of smith and lawrence who ensure their having a blast together first and foremost while the sunsoaked locales of miami and its nearby surrounds goes hand in hand with arbi and fallahs directional sensibilities with the two directors paying homage to bays style over substance approach while at the same time infusing this latest addition with their own flavour that further showcases the directors as new kingpins of the hollywood action event a pleasantly appeasing offering in a summer season that has started to showcase glimmers of hope in what was initially a period of dark clouds and much talk of despair ride or die may not break any new ground but it gives us all a perfectly good piece of popcorn entertainment as well as further evidence that this duo has more to still give final say for anyone thats ever enjoyed the bad boys series bad boys ride or die is going to be another winner making it one to avoid for haters and one to savour for the fans exseries director cameos out of jordan and eddie the movie guys,POSITIVE,Comedy
1112,8.0,26 June 2024,"June 7, 2024 (United States)",bad boys ride or die the addition to the iconic franchise delivers the expected blend of highoctane action and humor though it doesnt quite reach the heights of its predecessors will smith and martin lawrence reprise their roles as detectives mike lowrey and marcus burnett bringing their signature chemistry and banter to the screen once again the plot centers around a new threat that tests their partnership and pushes them to their limits the film is packed with explosive sequences car chases and shootouts maintaining a breakneck pace that keeps viewers entertained the visual effects and stunts are impressive showcasing the franchises commitment to delivering thrilling action however ride or die falls short in terms of originality the storyline feels predictable relying heavily on established tropes and lacking the fresh twists that could have elevated it the humor while effective at times occasionally feels forced and repetitive overall bad boys ride or die is an enjoyable ride for fans of the series but it doesnt bring much new to the table its a solid action movie with familiar faces and explosive fun making it a decent though not exceptional addition to the franchise,POSITIVE,Comedy
1113,8.0,9 October 2024,"June 7, 2024 (United States)",bad boys ride or die is about what i expected it has some pretty good action sequences and the chemistry between lawrence and smith is still there i just never really understood what the movie was about all that much i didnt get into the plot and none of the other characters registered all that much especially the villain im not even sure who the villain was there was another character who kind of looked like him and it was hard to tell them apart there is a weird plot point where martin lawrences character has a near death experience and wanders through the movie like a seer will smiths character is sceptical this new agey stuff made lawrences character a little annoying though maybe thats the point will smith seemed curiously muted you cant help but view his performance here as connected to his infamous oscar slap he seems like hes not too sure what hes doing so hes just going to put his head down and do what hes told the charisma and humour isnt there so much the movie tries a few gimmicks that seem to be typical for netflix its like they know youre probably watching their movie in one tab with a bunch of different tabs open so theyre trying to make you stay on theirs for example in one scene the angle changes to behind the gun like in a first person shooter video game then will smith tosses the gun to martin lawrence and the camera follows it as though mounted on it the movie really needed more of this it needed more attention grabbing tricks in general the script particularly barely has any,NEGATIVE,Comedy
1114,8.0,9 October 2024,"June 7, 2024 (United States)",this is a cashgrab thats it poor editing poor writing confusing angles shot too quickly you feel rushed what a shame the earlier ones are genuinely great do better will if you think there is more to say to make this review six hundred characters youre wrong just dont watch it dont buy it dont even look at it there is not a single thing that is redeeming about it if i was stuck on an airplane for hours with nothing else but this movie on i would watch the clouds go by or i would learn a new skill watch the paint dry before i watched this movie i dont wish this on my worst enemy,NEGATIVE,Comedy
1115,4.0,1 October 2024,"June 7, 2024 (United States)",it pick up from the last one while mikes son was serving his jail term for shooting cpt howard a new case was surfaced against the late cpt howard on corruption and drugs dealing the bad boys must band together to clear the charges against thier ex boss the odds are increasing against them as they suspected a rat among them mean while mike approach his son for more details on the mastermind they realised that cpt howard was shot because he step on something unusual the more they investigate the more danger coming on them more screen time between mike and his son less action but more story development that was good two thumbs,POSITIVE,Comedy
1116,4.0,30 September 2024,"June 7, 2024 (United States)",with so many movie franchises getting to be so tiresome and exhausting bad boys ride or die continues to be the exception the last film was an entertaining return to form action film that was well received by the fan base this latest entry is is very similar but somehow is even better then the last movie this one brings the chemistry laughs and action that we all know and love from our bad boys while also trying to be a little deep as well i will say i was fully entertained throughout the entire runtime of the movie bad boys ride or die features some cool camera shots and creative action scenes that made my jaw drop i reccomend this movie bad boys ride or die gets a high stars out of from me,POSITIVE,Comedy
1117,7.0,29 September 2024,"June 7, 2024 (United States)",bad boys ride or die is an actionpacked highenergy film that delivers exactly what fans of the franchise are looking forcomedy explosions and fantastic chemistry between the leads for me the movie was an enjoyable experience from start to finish it successfully combines humor and intense action creating a thrilling rollercoaster that kept me entertained throughout the comedic elements are one of the films strongest points the banter between the two leads which has been a staple of the bad boys franchise is in top form here their chemistry is effortless and the witty backandforth exchanges never feel forced if youve enjoyed the humor in previous bad boys films youll definitely appreciate what this one has to offer the jokes land well and the comedic timing is sharp making sure theres always something to laugh at in between the intense action sequences speaking of action bad boys ride or die doesnt hold back the film is full of wellchoreographed action scenes including explosive car chases intense shootouts and adrenalinepumping fight scenes the filmmakers clearly put a lot of effort into making the action sequences both exciting and visually impressive what i appreciated most was that the action was thrilling without going too over the top its easy to get lost in endless explosions or exaggerated stunts in action movies but this film struck a good balance making the action feel impactful without being overly ridiculous one of the standout aspects of this movie is the cast the acting is solid and the performances are strong across the board the leads have an undeniable chemistry that has been a defining feature of the franchise and its on full display in this installment their dynamic brings both humor and heart to the story which helps ground the film especially during the more serious or emotional moments the supporting cast also does a great job adding depth to the story without overshadowing the leads its clear that everyone involved had a great time making the movie and that energy translates to the screen the production quality of bad boys ride or die is another aspect worth noting the film is visually stunning with great cinematography that highlights the fastpaced action the cityscapes chase sequences and vibrant settings are all beautifully shot making the movie feel like a visual spectacle the production team did an excellent job in making sure the film looks polished sleek and exciting enhancing the overall experience additionally the sound design complements the action well adding tension and excitement to the scenes without overwhelming the audience without giving away any spoilers i can say that the story is engaging and straightforward its not a particularly deep or complex narrative but thats not what i was expecting going into this movie bad boys ride or die focuses on delivering a fun actionpacked plot that serves as the perfect vehicle for the comedy and action to shine the pacing is just right with the story moving along at a good clip ensuring that theres never a dull moment the twists and turns are enough to keep you engaged but they dont distract from what the movie does best entertaining its audience overall i would give bad boys ride or die a solid its the kind of movie that knows exactly what it is and delivers on that promise it doesnt try to be something more profound or groundbreaking and thats perfectly fine if youre looking for an enjoyable actioncomedy that offers plenty of laughs and adrenalinepumping moments this movie wont disappoint in conclusion bad boys ride or die is a fun entertaining film that stays true to the spirit of the bad boys franchise the chemistry between the leads the topnotch production and the wellexecuted action scenes make it a great watch for fans of the series or anyone who enjoys a good actioncomedy while it might not break new ground in the genre its an undeniably enjoyable film that delivers exactly what it promises if youre looking for a fun movie to watch this one is definitely worth checking out,POSITIVE,Comedy
1118,5.0,28 September 2024,"June 7, 2024 (United States)",for nostalgias sake too i dislike that so much jokes for no reason stupid jokes the first two movies told a much better story the jokes felt legit this time its like theyre trying to redo stuff already done and it made me feel stupid for watching it anyway the rest of it was okay below average though so gave it stars which wasnt unkind to it i do not understand any ratings higher than that though must be teens giving it higher than that sorry i dont want to sound like a lame old dude reallyim actually not that i just hate it when the studios clearly dont even try we should never settle for mediocre or well lull them into thinking were okay with that were not nor should we be i feel like taking away another star,NEGATIVE,Comedy
1119,6.0,22 September 2024,"June 7, 2024 (United States)",if youre expecting the magic of the first bad boys youll be sorely disappointed with bad boys ride or die this movie feels like a parody of itself filled with nonstop corny jokes that fall flat in every scene the comedic timing is off and the actors seem more interested in hamming it up for the camera than delivering anything remotely believable the original bad boys set a high bar with its mix of action humor and chemistry between the leads but this latest installment is just a reminder that the franchise has been on a steady decline ever since what used to be edgy and exciting is now reduced to predictable gags and overthetop antics by the time the credits roll youre left wondering why you wasted your time if youre a fan of the first film hold on to those good memories because this one isnt worth watching,NEGATIVE,Comedy
1120,6.0,13 September 2024,"June 7, 2024 (United States)",i initially thought oh no not another one the beginning had stupid humor marcus got on my nerves a bit and i was wondering how these old guys were going to be running around trying to match their younger days energy i thought i would hang on just a little longer and give it a try the story line started to pick up and so did the action although running around meant driving around i actually found myself enjoying it as it drew on it is worth the watch in my opinion but dont expect the same amount of whooohoo as the previous bad boy movies these guy have aged and not in the shape they used to be but the humor is still good and the story line was not that bad give it a shot and see for yourself,POSITIVE,Comedy
1121,7.0,13 September 2024,"June 7, 2024 (United States)",truthfully i feel bad for the poor souls that were duped into watching this in the theater the real bad boys here are sony and columbia pictures who are giving us a shameful example of how to milk a franchise to the bone on top of that there are several product placements that becomes annoying and silly and make the character of marcus look like a sugarhyped drunken addict the first minutes of the movie are promising we get a taste of the good old bad boys series where mike lowrey will smith is the cool dangerous cop and marcus martin lawrence is the soft comic relief but the following hours are a complete mess where our heroes trying to clear the name of their beloved late captain howard after hes being framed by the cartel having to go through their own name smearing several mediocre cgi scenes and multiple f bombs plus you will never guess who is behind all this unless you are over the age of in which case you will guess it within minutes any saving grace for this movie in general acting is not bad and the audience gets a super dose of gunfights and explosions also fight choreography is decent so if youre in for a braindead forgettable movie this could make hours go by quickly overall this movie is a real disappointment for the fans of the franchise those who remember how good bad boys i and ii were not because they carry a huge amount of bodycount or have crazy cgi camera spins but rather those who truly make you connect with the characters laugh at their jokes and feel their misery some of the scenes are so bad here im pretty sure they were improvised on the spot like the grill scene and the wedding scene as an example some movies have great improvisation and comedic excellence but not here as the entire script is just miserable and lacking any sense of good humor oooh btw there is a hidden scene way deep into the credits im sure not many people stayed around for that long but dont worry if you missed it that scene is unsurprisingly another dud exact score,NEGATIVE,Comedy
1122,7.0,23 July 2024,"June 7, 2024 (United States)",bad boys ride or die is the latest installment in the beloved actioncomedy franchise while it delivers on the expected thrills and laughs it also reveals itself as a somewhat predictable and formulaic entry the film effectively taps into the chemistry between will smith and martin lawrence offering fans a muchanticipated reunion of the iconic duo their banter and camaraderie remain the heart of the film the action is undeniably thrilling with wellchoreographed sequences and impressive stunt work the film doesnt shy away from overthetop violence catering to the franchises signature style supporting actors like jacob scipio ioan gruffudd and rhea seehorn add depth and energy to the film contributing to the overall entertainment value the plot follows a familiar formula lacking the freshness and surprises of earlier installments the narrative is straightforward and predictable offering little in terms of plot twists or unexpected developments the film struggles with pacing with some scenes feeling overly extended while others rush through important plot points this unevenness disrupts the overall flow of the story the film boasts impressive cinematography and editing especially during the action sequences the visual style is sleek and modern complementing the fastpaced nature of the story however the sound design could have been more impactful particularly during some of the louder action scenes will smith and martin lawrence deliver their signature performances bringing their characters to life with effortless charm and comedic timing the supporting cast provides solid performances contributing to the overall energy of the film bad boys ride or die is a fun actionpacked film that will satisfy fans of the franchise while it lacks the originality of its predecessors the films strong performances impressive action sequences and nostalgic appeal make it a worthwhile watch however those expecting a groundbreaking entry in the series might be left wanting more overall the film is a solid addition to the franchise but falls short of reaching the heights of its predecessors,POSITIVE,Comedy
1123,7.0,11 October 2024,"June 7, 2024 (United States)",first off im a big will smith fan and i wanted to like this one but i made it about th of the way and bailed the only time the movie had real soul was when smith was standing up against the fbi insulting his former captain i thought it was really going to get its legs after that but sadly it just returned to a collection of ordered scenes that were primarily rehash eyestunt candy but did nothing to pull you more deeply into the characters or the story its average when compared to stuff out there today but i think the bar is naturally higher for a smith movie and a classic like bad boys the story needed to engage more in a way that more honestly reflects where those characters might find themselves years down the line while still giving the flavor of a bad boys movie its tricky with an aged followup but not impossible and they should have really held out for a script that gave something new while maintaing the bad boys feel lastly the story should have demanded a bit more updated and experienced comedy from the legends smith and martin instead of once again rehashing same old stuff like they are still in their s s they needed to reach a little deeper considering the age of the this franchise their own ages and the fans that have come along and aged with them it just seemed they phoned it in by hitting replay on their normal schtick i know thats not the case but what can i say i expected more,NEGATIVE,Comedy
1124,7.0,9 October 2024,"June 7, 2024 (United States)",love them or hate them bad boys was a one hit wonder the sequel was super angry not surprising considering the politics behind it at the time bad boys for life was a weird forgettable laaaate installment and unnecessary sequel that killed legacy characters this one is kind of a mix between them all making it sort of a legacy sequel nearly a year span of a buddy cop film that is definately unconventional almost years between the first two and then another years to get back to back ones its weird no denying that my rambling aside this is actually a fun and funny installment to the franchise i havent laughed as hard since the first one yet rolled my eyes at plenty of scenes if you enjoy the bad boys saga this one is fun paf pointless action filmflick,NEGATIVE,Comedy
1125,6.0,9 October 2024,"June 7, 2024 (United States)",actually quite surprised by this movie i was thinking it was going to be overrated and a drawn out movie boy was i wrong it is probably my favorite movie in this franchise i would have loved to see gabriel union reprise her role in this but i loved how they intertwined all of the other movies into this one it was great acting and a enjoyable plot marcuss character was a little over the top but still funny i wish they would have kept the wife the same but shes a great actress overall this was a surprisingly great movie and gave appropriate nods to previous characters in the franchise,POSITIVE,Comedy
1126,6.72,9 October 2024,"June 7, 2024 (United States)",i had zero expectations for this the last one was so bad i am surprised i even chanced it however i was pleasantly surprised it is not as good as the first two installments but it has its moments martin lawrence continues to amuse in the his role as the sidekick cop will smith still has box office draw as an action starhe is aging well the story is ok there is a formula here the action and cinematography are ok the cast is good the foundation of the film like all buddy films is the relationship between the leads this one still has some miles left on it despite the aging nature of its stars,POSITIVE,Comedy
1127,6.72,19 September 2024,"June 7, 2024 (United States)",bad boys ride or die maybe since the franchise already has a history the plot of the characters is more consistent than in the first i dont know if it is better than the first movie but its better than the second and the third thats for sure a little predictable yes because it is actually a comedy and the plot as well as the fantastic and not very credible scenes take a backseat if you have already seen the previous three then my congratulations for holding on ha ha especially the third one was quite stinky and smelly in this they vindicated themselves a bit and i think it likes it on the same level as the first movie only to understand it all you have to see the previous three personal opinion funny its not bad as nd and rd so it doesnt hurt to take a look at it,POSITIVE,Comedy
1128,6.72,16 September 2024,"June 7, 2024 (United States)",bad boys ride or die is the latest installment in the beloved bad boys franchise reuniting will smith and martin lawrence as the iconic duo detectives mike lowrey and marcus burnett directed by adil bilall this film continues the series tradition of highoctane action sharp humor and explosive set pieces delivering an entertaining addition to the franchise the film kicks off with mike and marcus facing a new wave of criminal activity in miami this time involving a ruthless crime syndicate led by a formidable antagonist the plot revolves around a complex heist and the personal stakes involved as mike and marcus must navigate a series of highstakes chases gunfights and confrontations the storyline while familiar provides a solid backdrop for the trademark action and comedy that fans have come to expect one of the highlights of bad boys ride or die is the chemistry between will smith and martin lawrence their dynamic is as sharp and comedic as ever with their banter and camaraderie driving much of the films humor the film balances action with comedic moments effectively allowing for a mix of intense sequences and lighthearted dialogue that keeps the audience engaged the action sequences are a standout feature with director adil bilall delivering thrilling set pieces that include highspeed chases explosive confrontations and inventive stunt work the films visual style is vibrant and dynamic capturing the energy of miami and the intensity of the action scenes the special effects and choreography are topnotch enhancing the spectacle and excitement of the film the supporting cast also contributes to the films appeal with strong performances from the likes of vanessa hudgens who plays a key role in the plot the characters are welldeveloped adding depth to the story and providing additional layers of intrigue and drama however while bad boys ride or die delivers on its promises of action and comedy it does rely on familiar tropes and conventions the storyline while engaging follows a formulaic structure that may not offer many surprises for longtime fans of the franchise additionally some of the humor and dialogue may feel recycled echoing past entries in the series in terms of technical execution the film excels in its presentation the cinematography captures the highenergy atmosphere of the action scenes and the soundtrack complements the films tone with a lively energetic score the pacing is brisk ensuring that the film remains engaging throughout its runtime in conclusion bad boys ride or die is a solid addition to the bad boys franchise delivering the actionpacked sequences and comedic moments that fans have come to love while it may not break new ground in terms of plot it successfully builds on the strengths of its predecessors with strong performances thrilling action and a fun entertaining experience for fans of the series and newcomers alike it offers a satisfying blend of excitement and humor reaffirming the enduring appeal of mike and marcus,POSITIVE,Comedy
1129,9.0,29 October 2023,"September 22, 1994 (United States)",i never used to watch this show my wife loved this show and whenever she would watch it i would never pay attention because i had no interest in it but then one day i happen to look up and see something funny and i got hooked out of all the characters on this show the one i can relate to the most was chandler i started watching all the reruns with my wife all the time on tbs but after my wife passed away in september of last year i just cant bring myself to watch the show all i have to say is the show is definitely worth watching and it was sad to see it go thank you matthew for making me and my wife laugh rest in peace,POSITIVE,Comedy
1130,10.0,29 October 2023,"September 22, 1994 (United States)",i mustve have rewatched these series dozens of times since it first aired after hearing the devastating news this morning that matthew perry had passed away im watching it with a new pair of slightly sadder eyes friends got me through a sad and difficult childhood sitting down to watch the new episodes at pm every friday on channel was one of the only things i can remember my family did together with no arguments first watched as a year old not getting most of the jokes but laughing mostly at chandler all the way through each episode and now watching as a year old understanding far too well all the troubles of love and work and life and friendship what a brilliant show,POSITIVE,Comedy
1131,10.0,29 September 2022,"September 22, 1994 (United States)",what can be said about friends that hasnt already been said its easily one of the best sitcoms of alltime its on every best sitcoms ever list for a reasonbecause it is if that doesnt convince you just read through these reviews and youll see just how loved this show really is the cast is perfect not a weak link on the entire show almost everyone can find someone on the show that they identify with ive seen every episode numerous times considering its always on and i still laugh just as much on every watch as i did the first time i watched it ill continue to watch reruns and laugh and i doubt that ill ever get bored with this show,POSITIVE,Comedy
1132,10.0,12 November 2020,"September 22, 1994 (United States)",are you happy watch friends are you sad watch friends not sure yet watch friends,POSITIVE,Comedy
1133,10.0,12 August 1998,"September 22, 1994 (United States)",there never has been a sitcom that truly pictures life among the singles twentysomething as good as this show does its not just comedy it presents the episodes in such a way that one can truly identify with the situations they face so the audience has something to talk about in coffee shops too the humor is universal i feel like im part of the group every time i watch it because i feel the different emotions they go through plus of course it is so much fun because its fastpaced every scene and every moment is relative to what is going to happen next so you dont feel like it is dragging you onto nothing just like how a sitcom should be funny,POSITIVE,Comedy
1134,10.0,26 July 2005,"September 22, 1994 (United States)",friends is simply the best series ever aired the acting is amazing after watching a few episodes you stop referring to the actors by their real names altogether even if they appear in another movie the characters are addictive none are completely positive or negative it would be quite easy to get along with or to be very annoyed by any of them in real life yet all of them together or even divided in groups create this amazing chemistry that most people desire and few lucky ones have the humor is wonderful no matter what type of humor you like you will get to a point where you will find at least something absolutely hilarious there is slapstick some light humor some dark humor some raunchiness some cheesiness a little bit of everything the story is captivating viewers keep coming back to see what situation fate being the writers puts the characters in today it is truly a television masterpiece there are however many people who scoff at the mentioning of friends my guess is theyve never seen or paid attention to the show its easy to discard something because everyone likes it and be unique when in reality the uniqueness is actually bias just watch a few episodes with before making any judgements chances are youll fall in love with it too i would have serious doubts about ones sense of humor if i heard that they hated friends,POSITIVE,Comedy
1135,10.0,27 September 2022,"September 22, 1994 (United States)",okay so i watched friends years ago and now it has become a daily part of my life im engineering student so i often come home exhausted from uni and watch friends with my sister all day to relax i love the show the characters make me laugh and i forget my worries a lot of people have complaints about the show saying it doesnt having enough poc characters and being unfunny as poc i literally have no problem with the shows lack of poc characters honestly i mean it doesnt bother me that much and i agree seinfeld has better jokes than friends but it doesnt mean that friends isnt funny its different and simple and flawed and that what makes the show so good to watch a lot of people watch friends to learn english too so its fun not everything has to be woke and a masterpiece for people to enjoy and cherish and please do not forget the show came out in s and back then creators didnt focus that much about different agendas,POSITIVE,Comedy
1136,10.0,24 August 2022,"September 22, 1994 (United States)",the series aged like fine wine i finished this whole series within a month like episodes or more like hours of content thats how much interesting this series is some cliff hangers at the end of seasons is very suspenseful that i couldnt wait to watch the next season joey phoebe chandler monica ross rachel we like my friends by the end of the series the comedic timing and all the funny elements of the show is on point and the most important fact is that after finishing the series we could just start the series all over again and feel fresh it has an immense amount of repeat value that we wouldnt get bored even after watching several times i could go on for pages but the memes the sitcom references the stars the show created all speak form them selves,POSITIVE,Comedy
1137,9.0,25 March 2020,"September 22, 1994 (United States)",i cannot remember the amount of times ive sat down and thought i want to watch a new series on netflix and start a new film and after minutes of watching something new i thought why bother and switch over to watching friends easy to watch great comedy and full of content thats completely original the more i watch it the more i learn about the characters i grew up with and how i would respond to certain situations with or without the overhead laughter in the background i dont know a single person that hasnt seen this so if your one of them reading my review do yourself a favour and grab a glass of wine or whatever and prepare for back to back television greatness thank you friends,POSITIVE,Comedy
1138,7.0,18 October 2022,"September 22, 1994 (United States)",i wont lie when i say im probably one of the people who think this show is not funny this has been recommended to me multiple times before i actually did give it a try the first episode was meh but i kept watching until i found myself actually loving this show and its really good and super chill i think you actually have to know the characters more for you to appreciate their humor this show is one of my gotos when im feeling so down friends is so overrated and is always in most peoples recommendations that you just keep on scrolling past through the list but seriously its a good show and worth giving a shot,POSITIVE,Comedy
1139,10.0,10 May 2006,"September 22, 1994 (United States)",it is quite simple friends is a comedy of very basic humour aimed at teenagers and young adults with unsophisticated sense of humour it is also painfully obvious that towards the end they were desperately trying to make it last seasons most likely so they could say they beat seinfelds season run the trouble with this is seinfeld had amazing seasons with great writing friends had and im being very generous here at most or ok seasons and then abysmal seasons it became a soap opera with recycled humour and recycled character traits that werent that good so start with then got worse at the th time you saw them i find it so hard to understand why people rate this so highly it is truly awful,NEGATIVE,Comedy
1140,10.0,20 February 2005,"September 22, 1994 (United States)",everyone says that seinfield is the greatest show ever i love seinfield but it doesnt come close to friends every episode of friends will make you laugh nonstop we have grown to love the characters and what happens to them the fitting personalities of these characters are absolute genius rachel the spoiled yet sweet girl monica the mother figure phoebe the hippy chick joey the dopey yet cool italian chandler the sarcastic loser and ross the neurotic victim stay together to help each other with their problems in the big city ive got every season on dvd this sitcom in my opinion is the greatest sitcom of all time and it changed the tv world forever its a great show out of found this helpful was this review helpful sign in to vote permalink,POSITIVE,Comedy
1141,10.0,6 August 2018,"September 22, 1994 (United States)",friends is without a doubt the best american tv show ever to air it has sad and hilarious storylines and makes you feel the sadness and jot out of any situation the actors do fantastic and you really feel like you know a part of them by the end of the show this will be a show i will never forget as i make constant references to the episodes i wish the show could come back on air because i miss them so much but im glad it got all the fame it did because it deserved it,POSITIVE,Comedy
1142,10.0,12 September 2019,"September 22, 1994 (United States)",even in it is very funny a really great show must watch,POSITIVE,Comedy
1143,10.0,13 January 2009,"September 22, 1994 (United States)",if you want a show that is filled with romancedrama and comedy this is the show that is fit for you because it is filled with romancedrama and comedy that is why wherever i go i will never forget that showthose characters and those series i am unlikely to give good reviews but friends really captured my heart this show is the best show that i ever watched because it makes me laugh whenever i am lonely i watch the show so that i will be happy again the actors and actresses portray their characters very well the stories are unique the script is amazing so now that i gave you the reasons why i love it i now recommend you to watch it,POSITIVE,Comedy
1144,10.0,13 August 2018,"September 22, 1994 (United States)",i am such a fan of the friends tv show the characters are well developed independently and together they play off each other well some moments are cheesy while others are funny while the rest is just very well acted and dialogued by the cast at least give the first season episodes a go if you still dont like it dont watch it but for those who enjoy a well developed multi character show friends is sure to make you laugh and want to get to know each character more its a television show there are bound to be goofs or inconsistencies no television show has ever ever in the history of tv been perfect i plan on buying the whole series on blueray soon to add to my dvds,POSITIVE,Comedy
1145,10.0,9 June 2018,"September 22, 1994 (United States)",its really crazy but i still watch friends times a week there is nothing that could cheer me up like this on a full day the humor the characters the details i see more and more every time and ive watched every episode a lot i was born in and the last seasons i bought when they just came out i have them all on dvd i have the friends book just missing a frankie says hi tshirt to join the collection i just dissapear in the serie when i watch it love it big crazy fan says bye x,POSITIVE,Comedy
1146,6.0,26 July 2016,"September 22, 1994 (United States)",i love this show so much friends is a sitcom that you could easily bingewatch at any time of the day i was able to finish the whole seasons which ran for years in under a month thats just how great it is i cant even give it a negative review about anything youll just really learn to love all the characters through time no wonder people have clamored for a reunion with the cast you just cant get enough of it when youre feeling down and think you could use a good laugh put this one on top of your towatch list it doesnt matter that the show ran from the humor it had is timeless in a perfect world where we could pick a series that could run forever friends would be that show notice how different tv networks are still doing reruns at present time even after it has ended back in youll find that a new generation of viewers who are watching and loving it are surprised to discover that the cast are quite old already nothing could beat it,POSITIVE,Comedy
1147,1.0,13 September 2019,"September 22, 1994 (United States)",theres just no other show that can even hold a candle to what friends was and is for so many people i watched the finale episode live and it felt surreal that i would never laughcry or yearn for these six characters ever again,POSITIVE,Comedy
1148,10.0,7 May 2010,"September 22, 1994 (United States)",to this day the worldwide success of friends is still a bit of a mystery to me sure the show has its moments but nothing that groundbreaking or laughingoutloud funny that would have justified all the accolades friends was a very ambivalent show it had the pretense of being believable while still relying and heavily so on the same old sticom material the characters were supposed to be oh so modern and new but in the end they all fell into a stereotype as the show was devolving into a comedysoap whatever development the characters had it was either shortlived flimsy or a flanderization ie comical and unrealistic exaggeration of a specific trait that wasnt so dominant earlier on the core of the show the infamous rossrachel love story stopped being interesting after the equally infamous we were on a break debacle both changed their mind and heart at the drop of a hat which seriously harmed the empathy long drawnout relationships work only if at least one half of the couple is genuinely suffering about the breakup or about being turned down both ross and rachel instead acted like th graders all along being over each other and not over each other with no rhyme or reason it almost felt like them getting back together was the writers haily mary pass were out of ideas lets get ross and rachel share a kiss or have a baby the happy ending feels more like a token sendoff to tie some loose ends but its really just another kneejerk reaction of two adults who clearly cant put their act together the same lack of development hits joey as well despite him being the least objectionable human being of the lot if youre willing to gloss over his tactless approach to dating he goes from being a suave ladies man to a childlike moron whos more or less his married friends baby his aborted love story with rachel could have been a much better finale given he was indeed showing a softer side but alas it had to be rossrachel monica and chandler shared a tragicomically traumatic childhood that left them scarred so them finding each other made sense and with all the exaggerated personality quirks monica is a control freak chandler is socially inept theyre the most believable characters in the end phoebe can be fun on small doses but shes clearly having mental issues so shoehorning her into married life albeit while still retaining her outthere personality felt forced thats the most annoying side of the show for all the hype and all the great reviews friends was just another sitcom with plenty of forced drama the innovative love story between a cute girl and a dork is still sold as a top feature but i maintain it wasnt that great oh well at least the show has aged horribly so the chances of it still being perceived as one of the best of all time are getting smaller nostalgia will still keep it going strong but to those who loved it so much back then i ask watch it again and see if it was worth all the praise,NEGATIVE,Comedy
