,Unnamed: 0,Rating,Review_Date,Review,Release_Date,Review_clean,Sentiment
569,569,9.0,24 March 2014,"I'll keep this a little short. Dexter was my absolute favorite show.....until the end. I was so into it, that I would feel ill with anticipation and literally have to force myself to keep watching. THEN.....season 8 came and the plot careened out of control and the series started,(even more than before), to make little sense. They disrespected Batista, who was on the show for years and ultimately got little screen time, and many actors were brought in for a Hollywood incest fest. They also cheaply used the season as a cash-cow advertisement vehicle, BLATANTLY placing Pepsi into one of the shots. THAT'S one of the reasons how you know the show crapped out so bad. They also played dress-up too much in the season by wearing bright colors and saturated many of the scenes with red. Also, they zoomed onto characters too closely with the camera and forgot to involve a broader audience for the story. It was this aspect that truly made the story feel shallow and unrealistic, like a really crappy comic book with one or two people in each frame.

Yeah, the show went down when they tried to be too Hollywood and also, at the same time, went too meta, meaning that they tried to convey too much deep meaning on screen. If you're not careful in doing that, the show can easily lose viewers along the way.

Also, the plot just had too many holes and refused to circle back onto its own storyline by bringing up the past seasons and events. Not only did they refuse to close this gap by filming certain scenes, but the dialogue was also crappy and really, honestly, could have been better written by a monkey......with disabilities and no hands. It's like that South Park episode with the manatees in the tank randomly picking out words for a Family Guy episode by choosing a random ball. Horrendous. And offensive.

I don't want to really throw out the entire series, but I am in FULL agreement that Dexter was really meant to be a package-deal series. The story was so centered on Dexter that to let the series crap out in the end LITERALLY made the entire series lose value. I literally cannot watch Dexter anymore. It's like being punched in the gut while having your brain sucked out of your head, and a black hole start in your heart with your soul being vanquished forever to Satan by Jesus Christ. Which is to say, you'll wish you never watched it all to begin with. Remembering only hurts.

So, the stars? Dexter gave me some really, really good times, so I can't give it one star just because of the last season. However, the last season is a travesty to the series overall and blights the honorable name of Dexter Morgan. Just end the series on season four or five, and you'll be good.","October 1, 2006 (United States)",ill keep this a little short dexter was my absolute favorite showuntil the end i was so into it that i would feel ill with anticipation and literally have to force myself to keep watching thenseason came and the plot careened out of control and the series startedeven more than before to make little sense they disrespected batista who was on the show for years and ultimately got little screen time and many actors were brought in for a hollywood incest fest they also cheaply used the season as a cashcow advertisement vehicle blatantly placing pepsi into one of the shots thats one of the reasons how you know the show crapped out so bad they also played dressup too much in the season by wearing bright colors and saturated many of the scenes with red also they zoomed onto characters too closely with the camera and forgot to involve a broader audience for the story it was this aspect that truly made the story feel shallow and unrealistic like a really crappy comic book with one or two people in each frame yeah the show went down when they tried to be too hollywood and also at the same time went too meta meaning that they tried to convey too much deep meaning on screen if youre not careful in doing that the show can easily lose viewers along the way also the plot just had too many holes and refused to circle back onto its own storyline by bringing up the past seasons and events not only did they refuse to close this gap by filming certain scenes but the dialogue was also crappy and really honestly could have been better written by a monkeywith disabilities and no hands its like that south park episode with the manatees in the tank randomly picking out words for a family guy episode by choosing a random ball horrendous and offensive i dont want to really throw out the entire series but i am in full agreement that dexter was really meant to be a packagedeal series the story was so centered on dexter that to let the series crap out in the end literally made the entire series lose value i literally cannot watch dexter anymore its like being punched in the gut while having your brain sucked out of your head and a black hole start in your heart with your soul being vanquished forever to satan by jesus christ which is to say youll wish you never watched it all to begin with remembering only hurts so the stars dexter gave me some really really good times so i cant give it one star just because of the last season however the last season is a travesty to the series overall and blights the honorable name of dexter morgan just end the series on season four or five and youll be good,NEGATIVE
570,570,10.0,17 October 2018,I can't even say how many times over I've rewatched Dexter. Something about this dark mysterious series just never fails to catch my attention. Michael C Hall is an incredible actor and plays this character perfectly. I will admit the last season runs a little dry and I felt the final finale was cut short but none the less all in all this show is wonderful and I highly recommend it!!,"October 1, 2006 (United States)",i cant even say how many times over ive rewatched dexter something about this dark mysterious series just never fails to catch my attention michael c hall is an incredible actor and plays this character perfectly i will admit the last season runs a little dry and i felt the final finale was cut short but none the less all in all this show is wonderful and i highly recommend it,POSITIVE
571,571,8.0,30 January 2024,"Simple say, Dexter one of the greatest TV shows what you can watch until 4 season. After it he start to get worse episode by episode and this what beats me so hard and and obvisously closer to the end we can see that 8 season was pretty bad how we can expect before and we have almost the worst ending in the TV shows history. For my opinion last episode should be completely different or this series shoud end on 4 season and we would have best series with all the disadvantages (as a showrunner planned) but anyways we have a iconic TV Show and must watched for his atmopsthere excellent acting and great main character and great supporting characters. Dex has become one of my favorite characters in television history.","October 1, 2006 (United States)",simple say dexter one of the greatest tv shows what you can watch until season after it he start to get worse episode by episode and this what beats me so hard and and obvisously closer to the end we can see that season was pretty bad how we can expect before and we have almost the worst ending in the tv shows history for my opinion last episode should be completely different or this series shoud end on season and we would have best series with all the disadvantages as a showrunner planned but anyways we have a iconic tv show and must watched for his atmopsthere excellent acting and great main character and great supporting characters dex has become one of my favorite characters in television history,POSITIVE
572,572,1.0,24 July 2017,"Now this was a show I didn't believe was made, so sickening and grotesque but so artful and meaningful. Because if you wonder about all those rich(or poor) men or women that have gotten away with the worst things, don't they need some sort of ""PAINMENT""? That's what we have here with a Blood CSI agent who has a knack to kill or more like an addiction but it's to very bad people. Which makes things so intense especially when bodies start piling and you work for the police.","October 1, 2006 (United States)",now this was a show i didnt believe was made so sickening and grotesque but so artful and meaningful because if you wonder about all those richor poor men or women that have gotten away with the worst things dont they need some sort of painment thats what we have here with a blood csi agent who has a knack to kill or more like an addiction but its to very bad people which makes things so intense especially when bodies start piling and you work for the police,POSITIVE
574,574,9.0,11 October 2024,SEASONS 1-4 PEAK TV after that it went down esspecialy with s6&8....... But s5$7$9 werent that bad if we being real ovr its def in the top 10 tv shows my personal rating would be 9.2/10 great show..... SEASONS 1-4 PEAK TV after that it went down esspecialy with s6&8....... But s5$7$9 werent that bad if we being real ovr its def in the top 10 tv shows my personal rating would be 9.2/10 great show....... SEASONS 1-4 PEAK TV after that it went down esspecialy with s6&8....... But s5$7$9 werent that bad if we being real ovr its def in the top 10 tv shows my personal rating would be 9.2/10 great show.....,"October 1, 2006 (United States)",seasons peak tv after that it went down esspecialy with s but s werent that bad if we being real ovr its def in the top tv shows my personal rating would be great show seasons peak tv after that it went down esspecialy with s but s werent that bad if we being real ovr its def in the top tv shows my personal rating would be great show seasons peak tv after that it went down esspecialy with s but s werent that bad if we being real ovr its def in the top tv shows my personal rating would be great show,NEGATIVE
575,575,8.0,27 June 2024,"Setting the Scene: A few years after Dexter's (thankfully off-screen) lumberjack life, he settles in snowbound, isolated Iron Lake, N. Y., seeking a humble small-town existence free of murder.

Dexter, now known as ""Jim Lindsay,"" has given up his killer ways in honor of Deb and all those he'd inadvertently hurt. He spends much of his alone time with a solemn, mostly-quiet phantom version of his late sister.

The Ghost of Deb: Jennifer Carpenter's Deb serves as Dexter's new ghost, his revived conscience. She's a source of warning and nagging but also moments of impact.

Deb's presence is both loving and haunting, echoing the show's past while adding depth to Dexter's internal struggle.

A New Dynamic: Dexter, like in Season 2, is unable to kill. The lack of temptation in this frozen town seems to be the key factor.

One compelling revelation promises a surprising new dynamic that could drastically change Dexter's quiet existence.","October 1, 2006 (United States)",setting the scene a few years after dexters thankfully offscreen lumberjack life he settles in snowbound isolated iron lake n y seeking a humble smalltown existence free of murder dexter now known as jim lindsay has given up his killer ways in honor of deb and all those hed inadvertently hurt he spends much of his alone time with a solemn mostlyquiet phantom version of his late sister the ghost of deb jennifer carpenters deb serves as dexters new ghost his revived conscience shes a source of warning and nagging but also moments of impact debs presence is both loving and haunting echoing the shows past while adding depth to dexters internal struggle a new dynamic dexter like in season is unable to kill the lack of temptation in this frozen town seems to be the key factor one compelling revelation promises a surprising new dynamic that could drastically change dexters quiet existence,POSITIVE
578,578,10.0,14 December 2020,The last episode ruins the whole thing hence the 1*. It seems hastily written just to finish and be done with it. What a shame ... Well if you don't watch the last one really enjoyable. It's a harsh 1 star I'm aware but what is it with great shows ruined by endings ??? Don't get me started on the last season of GoT,"October 1, 2006 (United States)",the last episode ruins the whole thing hence the it seems hastily written just to finish and be done with it what a shame well if you dont watch the last one really enjoyable its a harsh star im aware but what is it with great shows ruined by endings dont get me started on the last season of got,NEGATIVE
579,579,10.0,30 July 2016,"I love Dexter. I always have and always will. When the show first came out the season 4 finale upset me so much I had to stop watch. I finally picked the show back up and decided to finish it. Dexter is a great show, but in my opinion the first season wads the best and and it was on a slow decline ever since. Don't get me wrong, Dexter is amazing, just each season was a little less interesting than the last. Then there's the series finale. Everyone told me not to watch it and just pretend the show ended on Season 8 Episode 11. Well I didn't listen and watched the finale. Subsequently, the finale made me so angry I threw my laptop across the room. So whatever you do, DON'T WATCH THE FINALE!","October 1, 2006 (United States)",i love dexter i always have and always will when the show first came out the season finale upset me so much i had to stop watch i finally picked the show back up and decided to finish it dexter is a great show but in my opinion the first season wads the best and and it was on a slow decline ever since dont get me wrong dexter is amazing just each season was a little less interesting than the last then theres the series finale everyone told me not to watch it and just pretend the show ended on season episode well i didnt listen and watched the finale subsequently the finale made me so angry i threw my laptop across the room so whatever you do dont watch the finale,POSITIVE
580,580,5.0,6 August 2021,Even though the last three seasons was piece of shiiiiiiit but dexter and his dark passenger is the best ...i watched the 2nd season in one night and i cried in the last eps of the 4th season...i hope the 9th season is better than my expectation becaus its been a long 12years ish since the end.,"October 1, 2006 (United States)",even though the last three seasons was piece of shiiiiiiit but dexter and his dark passenger is the best i watched the nd season in one night and i cried in the last eps of the th seasoni hope the th season is better than my expectation becaus its been a long years ish since the end,POSITIVE
581,581,10.0,25 January 2019,It was Thrilling. Ending of every episode makes us Thinking.. but the Ending of the whole series could have been better.,"October 1, 2006 (United States)",it was thrilling ending of every episode makes us thinking but the ending of the whole series could have been better,POSITIVE
582,582,8.0,29 June 2021,"Best series ever

Must watch.

D E X T E R.

Watch it

And you will love it.","October 1, 2006 (United States)",best series ever must watch d e x t e r watch it and you will love it,POSITIVE
583,583,8.0,26 January 2018,"Michael C. Hall and company bring a truly masterful story to life. The writing, production and cast is all top tier. Will be a cult classic for a very long time.","October 1, 2006 (United States)",michael c hall and company bring a truly masterful story to life the writing production and cast is all top tier will be a cult classic for a very long time,POSITIVE
585,585,9.0,22 July 2021,"It's misleading gauging a show that spans 8 seasons on just one single IMBD rating. If I'm gonna invest time in a series that I didn't catch 10 years ago then I usually look for one that rates pretty high, usually more than 8. But it makes sense to view the ratings from individual seasons, maybe even each episode.

I watched seasons 1 thru 5 and thoroughly enjoyed them all.

Then season 6 just seemed to drag. The Doomsday Killer story arc was so boring. Biblical, formulaic nonsense that I gave up on and stopped watching after episode 3.

A year later and I gave it another go and, to be honest, the rest of season 6 didn't improve at all but then, the very last minute of episode 12 ended with a season cliff-hanger that was just too good not to watch season 7.

And I am so glad I did.... Season 7, best season ever.

The final season of the series, season 8 was back to tedious in parts, but wrapped up with a satisfying finale.

Overall a solid 7.5 from me.

Except for season 6 (5 out of 10) and season 7 (9 out of 10) But wait, there's more... I have just found out that after ending in 2013 there is now a 9th season just finished shooting.

May well be released before the end of 2021..... I can't wait.","October 1, 2006 (United States)",its misleading gauging a show that spans seasons on just one single imbd rating if im gonna invest time in a series that i didnt catch years ago then i usually look for one that rates pretty high usually more than but it makes sense to view the ratings from individual seasons maybe even each episode i watched seasons thru and thoroughly enjoyed them all then season just seemed to drag the doomsday killer story arc was so boring biblical formulaic nonsense that i gave up on and stopped watching after episode a year later and i gave it another go and to be honest the rest of season didnt improve at all but then the very last minute of episode ended with a season cliffhanger that was just too good not to watch season and i am so glad i did season best season ever the final season of the series season was back to tedious in parts but wrapped up with a satisfying finale overall a solid from me except for season out of and season out of but wait theres more i have just found out that after ending in there is now a th season just finished shooting may well be released before the end of i cant wait,NEGATIVE
586,586,10.0,16 August 2022,"Maybe the writers & directors of this crime series wanted to brief us the history of the US, how actually the fathers mass murdered hundreds of thousands of ""bad"" people so the next generations of the states live happily ever after! The amount of killed people in this series is unrealistic, the final episode came to an unrealistic conclusion, what I hope is that people who watch this series will learn the lesson!","October 1, 2006 (United States)",maybe the writers directors of this crime series wanted to brief us the history of the us how actually the fathers mass murdered hundreds of thousands of bad people so the next generations of the states live happily ever after the amount of killed people in this series is unrealistic the final episode came to an unrealistic conclusion what i hope is that people who watch this series will learn the lesson,NEGATIVE
588,588,1.0,1 March 2018,"Dexter is an amazing show, lets simply put it at that. Not only is the plot captivating, but the way the show builds brings intense drama and suspense to you on a silver platter. Based on the ""Dexter"" novels by Jeff Lindsay, The show stars a lot of big name stars, Michael C. Hall and Jennifer Carpenter (these two do an AMAZING job, by the way) being the two mains. The plot centers around a man named Dexter Morgan, a blood spatter analyst for the Miami Metro Police Department. He has a seemingly happy, normal life, with a pretty average social life outside of work. The only thing - He's a serial killer that targets other criminals - typically ones who escape the law. The show creates a sort of atmosphere of love and support for Dexter and what he does, even though it isn't all that legal. It's hard not to imagine him as your favorite character.

Another amazing thing about this show is that we're literally learning from the mind of Dexter. We can hear his thoughts, narrations, and everyday planning as if we were him. We are also able to pick up on subtle hints dropped by other characters that the audience may not have picked up, but Dexter did. This plus the phenomenal camera work make us feel like we're in his world, like we can feel the same emotions he's feeling when he panics and paces around the lab or in his home, or when he's angry and the camera deliberately shows him much larger than the opposing party.

The last thing I'll talk about is the scenery. Sunshiney Miami seems perfect for a dark contrast - a serial killer. The show gives off average crime show vibes with a dark twist, even though it's almost always sunny and vibrant where they are.

Dexter is a great show for people who are into crime shows, mysteries, and even comics. This show really has a little element of everything anyone could ever want in a show. Humor, mystery, and serial killers.","October 1, 2006 (United States)",dexter is an amazing show lets simply put it at that not only is the plot captivating but the way the show builds brings intense drama and suspense to you on a silver platter based on the dexter novels by jeff lindsay the show stars a lot of big name stars michael c hall and jennifer carpenter these two do an amazing job by the way being the two mains the plot centers around a man named dexter morgan a blood spatter analyst for the miami metro police department he has a seemingly happy normal life with a pretty average social life outside of work the only thing hes a serial killer that targets other criminals typically ones who escape the law the show creates a sort of atmosphere of love and support for dexter and what he does even though it isnt all that legal its hard not to imagine him as your favorite character another amazing thing about this show is that were literally learning from the mind of dexter we can hear his thoughts narrations and everyday planning as if we were him we are also able to pick up on subtle hints dropped by other characters that the audience may not have picked up but dexter did this plus the phenomenal camera work make us feel like were in his world like we can feel the same emotions hes feeling when he panics and paces around the lab or in his home or when hes angry and the camera deliberately shows him much larger than the opposing party the last thing ill talk about is the scenery sunshiney miami seems perfect for a dark contrast a serial killer the show gives off average crime show vibes with a dark twist even though its almost always sunny and vibrant where they are dexter is a great show for people who are into crime shows mysteries and even comics this show really has a little element of everything anyone could ever want in a show humor mystery and serial killers,POSITIVE
590,590,8.0,24 May 2020,MIXED EMOTION DRAMA CRIME LOVED IT. SUGGEST ME MORE LIKE DEXTER AND BREAKING BAD.,"October 1, 2006 (United States)",mixed emotion drama crime loved it suggest me more like dexter and breaking bad,POSITIVE
591,591,10.0,3 May 2024,"Incredible, it surprises you with every episode. Once you get into the Miami Homicide Department it's really hard to get out. Everything revolves around the most prolific serial killer of TV series and under everyone's noses, but without attracting attention.

Intelligent, charismatic, dark-funny and dangerous. A constant and constantly whispered flow of thoughts involves you and makes you part of the story. Intriguing and surprising, never boring.

I admit I was surprised by the ending, there were things I didn't expect or maybe I hoped not to see, but that's okay.

Principal and supporting actors are amazing in every season!","October 1, 2006 (United States)",incredible it surprises you with every episode once you get into the miami homicide department its really hard to get out everything revolves around the most prolific serial killer of tv series and under everyones noses but without attracting attention intelligent charismatic darkfunny and dangerous a constant and constantly whispered flow of thoughts involves you and makes you part of the story intriguing and surprising never boring i admit i was surprised by the ending there were things i didnt expect or maybe i hoped not to see but thats okay principal and supporting actors are amazing in every season,POSITIVE
592,592,8.0,30 April 2024,"The past weeks i watched all 8 seasons of ""Dexter"". I enjoyed the show a lot ! Great stories, nice acting and colorful characters. Although Dexter of course is operating out of the law you still root for him as a viewer that he manages to get away with what he is doing. I am sure many people like the way he handles the criminals in the show as in the real world the justice system fails all to often and those same criminals have way to much ""rights"" in my opinion.

I will miss Dexter, Debra, Angel, Mazuka, Quinn and all the other characters who made this show worth while !

I am waiting for ""Dexter:New Blood"" now !!","October 1, 2006 (United States)",the past weeks i watched all seasons of dexter i enjoyed the show a lot great stories nice acting and colorful characters although dexter of course is operating out of the law you still root for him as a viewer that he manages to get away with what he is doing i am sure many people like the way he handles the criminals in the show as in the real world the justice system fails all to often and those same criminals have way to much rights in my opinion i will miss dexter debra angel mazuka quinn and all the other characters who made this show worth while i am waiting for dexternew blood now,POSITIVE
593,593,8.0,9 January 2020,Season 5 and 3 were the best of them but from season 6 it's all up and I am bored of it now,"October 1, 2006 (United States)",season and were the best of them but from season its all up and i am bored of it now,NEGATIVE
594,594,10.0,31 March 2020,"Some shows are bloody and mysterious in a good and attractive way but this is just awful It begins way better than it ends, The ending is just selly and in general it's lack of smartness and mystery","October 1, 2006 (United States)",some shows are bloody and mysterious in a good and attractive way but this is just awful it begins way better than it ends the ending is just selly and in general its lack of smartness and mystery,NEGATIVE
595,595,10.0,20 April 2024,"I remember when I saw Dexter for the first time, it was an episode of season three, my dad was in the living room watching the series, I said something like ""what are you doing?"" and he answered ""watching Dexter"" from that moment I fell in love with this series, although of course it has its ups and downs and other things that don't add up, but if we focus on the best, it is incredible, it is simply an incredible series, my favorite thing about the series It is the character development of Dexter, it is simply beautiful, without more to describe it, I like to think about this series with the question ""is Dexter a good person or a bad one?"" Watch the series for yourself and give your opinion.","October 1, 2006 (United States)",i remember when i saw dexter for the first time it was an episode of season three my dad was in the living room watching the series i said something like what are you doing and he answered watching dexter from that moment i fell in love with this series although of course it has its ups and downs and other things that dont add up but if we focus on the best it is incredible it is simply an incredible series my favorite thing about the series it is the character development of dexter it is simply beautiful without more to describe it i like to think about this series with the question is dexter a good person or a bad one watch the series for yourself and give your opinion,POSITIVE
598,598,10.0,25 February 2020,"But last two seasons, were little unlogical, and Hanna, actor was little weak,... Anyway, series was really good.","October 1, 2006 (United States)",but last two seasons were little unlogical and hanna actor was little weak anyway series was really good,POSITIVE
599,599,10.0,12 December 2018,"Its one of the top obsessive tv . There is too much suspense you won't get bored at any moment. Feel sad about the end of character of debra.

Thanks to all of the crew for this tv series.","October 1, 2006 (United States)",its one of the top obsessive tv there is too much suspense you wont get bored at any moment feel sad about the end of character of debra thanks to all of the crew for this tv series,NEGATIVE
600,600,10.0,25 September 2019,I love this show . the best dexter. I advise anyone who has not seen it to watch it as soon as possible. You will like the character of Dexter Morgan,"October 1, 2006 (United States)",i love this show the best dexter i advise anyone who has not seen it to watch it as soon as possible you will like the character of dexter morgan,POSITIVE
601,601,9.0,8 June 2023,"This is one of the best series ive ever seen - its exciting, dark, and yet fun.

Dexter is a series i just had to watch another episode everytime i put it on, and one of the few series ive really binged.

I was so sad when it was over.

I got connected to the story and the characters, the serie made me laugh, get a chill and even cry, and im not even normally that sentimental.

This is by far one of the best tv shows ive ever layed my eyes on, god damn its amazing.

Right now thinking back, i feel like even watching it again, i get the chill, and the mood when hearing the intro song.. miss it.","October 1, 2006 (United States)",this is one of the best series ive ever seen its exciting dark and yet fun dexter is a series i just had to watch another episode everytime i put it on and one of the few series ive really binged i was so sad when it was over i got connected to the story and the characters the serie made me laugh get a chill and even cry and im not even normally that sentimental this is by far one of the best tv shows ive ever layed my eyes on god damn its amazing right now thinking back i feel like even watching it again i get the chill and the mood when hearing the intro song miss it,POSITIVE
602,602,9.0,18 February 2008,"Despite all the rave reviews, DEXTER proves to be quite a disappointing series, failing to delve into the mind of a serial killer in an in-depth, challenging and compelling manner. After a promising set-up, the series goes nowhere, relying on quirky one-liners and slick production values rather than strong writing which gets under the skin of some potentially disturbing characters and themes. Every character never gets past their initial set-up, providing no depth, and a growing sense of annoying repetition. Despite being based on a novel, the series' writers seem to forget that character depth propels the story, and I don't know whether or not it happens in the novel, but the series makes some fatal mistakes that make the story less interesting. Michael C Hall proves a dull lead, but given the routine writing, he can't be fully blamed. Having him occasionally look at the camera and smirk was a huge mistake. The only actor who rises above the material is James Remar, a genuine film actor who has presence and knows how to inhabit a character. The episodes vary in quality, and the best episodes are those directed by Michael Cuesta (who directed the under-rated films L.I.E and TWELVE AND HOLDING), who keeps a better balance between quirky comedy and the darker series DEXTER could have been. With most modern films/TV series, the story can only progress by people acting stupid, and unfortunately DEXTER suffers from this failing, which seems more irritating when characters seem smarter than Albert Einstein most of the time. DEXTER is fun, entertaining, and very, very slick. But when one sees what a dark, disturbing, blackly comic show it could have been, one feels rather short-changed. Given one of the show's very clunky in-jokes, one should just watch American PSYCHO. It offers a better, darker view of a serial killer (not to mention a far superior lead performance), where the black humour is cleverly handled, not just a way to make off-putting material more acceptable for a mainstream audience.","October 1, 2006 (United States)",despite all the rave reviews dexter proves to be quite a disappointing series failing to delve into the mind of a serial killer in an indepth challenging and compelling manner after a promising setup the series goes nowhere relying on quirky oneliners and slick production values rather than strong writing which gets under the skin of some potentially disturbing characters and themes every character never gets past their initial setup providing no depth and a growing sense of annoying repetition despite being based on a novel the series writers seem to forget that character depth propels the story and i dont know whether or not it happens in the novel but the series makes some fatal mistakes that make the story less interesting michael c hall proves a dull lead but given the routine writing he cant be fully blamed having him occasionally look at the camera and smirk was a huge mistake the only actor who rises above the material is james remar a genuine film actor who has presence and knows how to inhabit a character the episodes vary in quality and the best episodes are those directed by michael cuesta who directed the underrated films lie and twelve and holding who keeps a better balance between quirky comedy and the darker series dexter could have been with most modern filmstv series the story can only progress by people acting stupid and unfortunately dexter suffers from this failing which seems more irritating when characters seem smarter than albert einstein most of the time dexter is fun entertaining and very very slick but when one sees what a dark disturbing blackly comic show it could have been one feels rather shortchanged given one of the shows very clunky injokes one should just watch american psycho it offers a better darker view of a serial killer not to mention a far superior lead performance where the black humour is cleverly handled not just a way to make offputting material more acceptable for a mainstream audience,NEGATIVE
603,603,9.0,14 July 2017,excellent.director was amazing.no words to say.i am sure nothing will better than this series. and c.hall was excellent amazing and his sis also.he is excellent.hats off to you... excellent awesome... nothing better than this i swear..............................................................,"October 1, 2006 (United States)",excellentdirector was amazingno words to sayi am sure nothing will better than this series and chall was excellent amazing and his sis alsohe is excellenthats off to you excellent awesome nothing better than this i swear,POSITIVE
605,605,10.0,3 April 2018,"If you believe in an eye for and eye and a tooth for a tooth, then this is one show you should not miss. It's cracking, and the thrill of wanting to see the next episode continues throughout each series.

Michael C Hall plays the lead role in a show which almost questions the morality of today's laws and justice. In summary a serial killer who kills killers.

The macabre nature of the show is not for all, nor is the vigilante style justice meted out to those who are deemed guilty by Dexter. Nonetheless, it's gripping and whether you believe in what he does is right or not doesn't detract from the story in each series.

However, there is a stark difference between the early episodes and those from series 6 onward. They appear to mature and grow darker... and the relatively light production style from early days feels more brooding and sinister to the point you start questioning your loyalties to Dexter.

Michael C Hall plays the character well and you find yourself almost cheering him on, wanting him to get away with it whilst wondering, 'how will this all end?'... And it's that thought which keeps you gripped...

If the thought of a serial killer killing killers sounds interesting, then you may well enjoy this.","October 1, 2006 (United States)",if you believe in an eye for and eye and a tooth for a tooth then this is one show you should not miss its cracking and the thrill of wanting to see the next episode continues throughout each series michael c hall plays the lead role in a show which almost questions the morality of todays laws and justice in summary a serial killer who kills killers the macabre nature of the show is not for all nor is the vigilante style justice meted out to those who are deemed guilty by dexter nonetheless its gripping and whether you believe in what he does is right or not doesnt detract from the story in each series however there is a stark difference between the early episodes and those from series onward they appear to mature and grow darker and the relatively light production style from early days feels more brooding and sinister to the point you start questioning your loyalties to dexter michael c hall plays the character well and you find yourself almost cheering him on wanting him to get away with it whilst wondering how will this all end and its that thought which keeps you gripped if the thought of a serial killer killing killers sounds interesting then you may well enjoy this,POSITIVE
