Rating,Review_Date,Review,Release_Date
7.0,"Aug 10, 2023","I loved this movie from the beginning to the end. I love how they brought the primal & automotive together. Bringing in the terror cons made the fil way better. The story behind the film was great, the 2 main actors/humans did a great job portraying their characters. They actually played an important part unlike the humans in the other transformers films (3-5). When I tell you the battle scenes are incredible I mean it. The voice actors to all the robots were on point. All the scenery action scenes were beautiful and perfect. This honestly has to be my favorite transformers film of all time. It's a must watch. GO WATCH IT TODAY. Stay for the ending.","June 9, 2023 (United States)"
6.0,"Jun 12, 2023","Wow. Never seen power ranger Jason kick so much butt. That Puerto Rican power ranger was just plain stupid. Wait, there's no Puerto Rican power ranger. Was this really a transformer movie ?!?! Some idiot from the Bronx suddenly knows all Optimus primes moves, guns, knives?!?! This really was as bad or worse than a power ranger episode. The story around the kid from the Bronx was so idiotic. He can't get a job but saves the world. I can't express how bad this movie is. They should be embarrassed to even attach the transformer name to this garbage. The screen writer and director should be banned from ever working in show business again.","June 9, 2023 (United States)"
7.0,"Jun 10, 2023","No action at all, nothing. The main actress looks like a 55 years old south asian man. The CGI is okayish but the whole movie looks like a 90's cartoon movie made for kids. Bay movies were perfect the only mistake he made was the robot designs were unrecognisable. Just continue making the movies in bay style robot designs just like thay made Optimus and bumblebee in G1 colours during the bay era, why didn't they make all of them in the G1 colours during the bay era? That would've been perfect. You know why TF5 failed? Because it didn't have much action like the previous 3 movies. If they had put 2 or 3 fight scenes in that movie It would have made a billion dollars because people like me likes to see action in these movies so they will watch it 2 or 3 times minimum in the cinemas. But they think they can make anything and it will make them money, NO! Just give us fans bay style designs in original G1 colours and designs with modern cgi touch and some good action scenes just like the forest battle and we will keep watching and watching.","June 9, 2023 (United States)"
1.0,"Jun 11, 2023","The movie isn't bad it just doesn't climax as hard the every other transformers movie. The action wasn't epic and there was no glorious speech from Optimus prime that'd make me wanna do 200 pushups and fight a hyena at 3am if I had to. It's Transformers... I wanted it to make the kid in me jump, I don't care for it to be sensible. Some good reviews are probably coming from people who watched beast wars and feel nostalgia.

This has fast and furious aura to it, were family is huge incentive and that's all I could think about. Cgi and other effects are good, action was a downgrade from previous movies but still decent. The new characters were amazing, both antagonist and protagonist. Great to see what made Optimus Prime, Optimus Prime. It's not as a big a backstory as advertised, more of a midlife crisis instead. I enjoyed the new actors from other works, like Dominique fishback from project power. Anthony Ramos too. I think they're reactions to scenarios they found themselves in were believable at the start, but the chemistry they supposed to have didn't feel justified, story arc's rushed. Soundtrack pretty good(based in the 90's), the cast and the characters were great, but the story and the action let them down and are what's most unimpressive about the movie.

The first third of the movie is great, it's what you'd expect and got me a little excited, then the rest of the movie is underwhelming. A bit slow paced, not as thrilling as it should've been. Still the same DNA as other transformer movies, were humans still somehow play a really important role in alien intergalactic warfare. I think this was the weakest attempt at trying to justify humanity deserving anything more than just a participation medal for combat.

It does seem like they were trying to bring something new at first. The first act provided a good backstory, the introductions were great and some underlying racial elements. I loved that it started out like a regular movie, not transformers. Story's a bit predictable but not annoyingly so, not unless you're actively trying to figure out what's next. The bad guys in transformers are always trying to teleport another planet to earth so a little repetitive. Also takes inspiration from a lot of other stories, most notably Galactus with Scourge as silver surfer role, or Steppenwolf and Darkseid, were the evil entity sends out henchmen first.

It is open to a sequel. The ending wasn't as grand, especially the huge speech we've come to associate with the franchise. As far as the timeline is concerned, Optimus still has time to perfect his speeches and bring back linkin park.

I think the movie was lacking that wow factor, admittedly haven't seen any of the previous movies recently but they were more memorable. This has nothing for you to truly remember it by, I thought it'd be unique with a new director putting a stamp on it, but it felt like the most generic addition to the franchise yet. I think it's the most comedic but not by much and that's not what I'd want to remember a transformers movie experience by. Watching Micheal bay's takes must have been absolutely astonishing in cinema, maybe hard to match/outdo the grandeur but at least try.

Maybe knowing bumblebee and other characters survive also removes a little pathos from it as well. Bumblebee was the original rocket, then again guardians of the galaxy came out after so maybe it's the other way round.

I think it's a decent movie, especially if you had watch-along of all the transformers movies chronologically, this isn't a bad addition but it's the most forgettable. I only found out about Rise of the Beasts just before it's premiere so there wasn't really a long time for my hype to build up for this. That's probably what stopped me from being too heavily disappointed. It starts out great but everything's pretty mediocre and run-of-the-mill after that; I only enjoyed it out of my love of the franchise.","June 9, 2023 (United States)"
7.0,"Jun 11, 2023","It's par for the course in 2023 with movie releases. If you find yourself enjoying recent movie releases, then you might like this one. But if you appreciate quality storylines and acting, than you will be greatly disappointed. Final fight scene was decent, but the rest of the storyline was hard to watch. I don't think they could have possibly casted the characters any worse, but I'm sure they'll find a way to prove me wrong in future productions. The best part of the movie is the final scene which sets up the next film. However, after seeing this one, I'm afraid they will destroy the big reveal just as bad.","June 9, 2023 (United States)"
1.0,"Aug 3, 2023","Transformers: Rise of the Beasts is EVERYTHING a Transformers would want. Now, this movie isn't 5 stars, but from the perspective of a Transformers fan, it is. I see why fans of the animated show and comics were unhappy with the Michael Bay adaptions, because THIS feels like a Transformers movie. The dialogue and important plot points feel ripped out of a comic, which is good but sometimes bad. The story is one of the strongest we've gotten from one of these movies, but it still isn't the best. Very over reliant on Macguffins. Noah is an actually good and (decently) well-written protagonist and shows that the human characters in these movies aren't bad, instead, it's the way they're written. Elena is a VERY weak main character, and her mediocre acting doesn't help.

The acting sequences are some of the best we've ever gotten. The mountains of Peru were a genius idea, and they serve us some awesome set pieces. The CGI is *amazing* and puts so many recent movies to shame. The voice acting is really good too. Pete Davidson and Peter Dinklage are standouts. Speaking of Peter Dinklage, Scourge is an awesome villain, and I'd argue he's the best one we've gotten. Awesome voice acting and design, but is still menacing. All the Autobots are actual characters too and are likeable. The Maximals feel underutilized for the most part, but they steal the show when they're onscreen.

The climax is one of my favorites out of the series and might be the best. An amazing set-piece and the soundtrack is pretty good. I will say, the absence of Steve Jablonsky is felt. His talent could have made the best scenes in the movie even better. There are a lot of interesting plot points that I won't talk about due to spoilers, but I think this is the best Transformers movie we've gotten. From a fan's perspective, and I think more casual audiences will agree. If you're interested in checking this out, please see it in theaters!","June 9, 2023 (United States)"
9.0,"Feb 26, 2024","I do not get it i honestly do not understand why they keep making these movies literally every single one of them is complete garbage except for the Bumblebee one it was just OK.

Everyone of these movies is a variation on the same storyline there's some sacred/special object that everyone must get it or the world ends throw in a hot girl with a bunch of special effects rinse/repeat for 35 movies and this one did not even have the hot girl.

If you are the kind of person that is enthralled by flashy CGI and pretty colors then bye all means go for it this is for you. But if you would like even the semblance of a decent story pass hard.

Seriously the original transformers already had a great story and fans why must they keep coming along ruining it. Just do not waste your time if you have seen any of the other Transformers movies you have seen this one. Now i am off to go cry in my shower because they keep destroying my childhood.","June 9, 2023 (United States)"
6.0,"Jun 12, 2023","Before watching the movie I've read and heard that it's boring and disappointing. But that's what I heard from the Bayverse movies so I thought the movie would be good like the rest. I hesitated to watch Rise of The Beasts though, but finally today I watched it. Turns out the reviews were right. The beginning up until Noah gets into the museum was decent. But from there it went downhill. The acting wasn't so good, the CGI wasn't so good, I could go on. I miss Bay. As much as he surrounded the plot around Humans vs Decepticons/Autobots, he at least made intresting. Need him and the cool fighting back ASAP.","June 9, 2023 (United States)"
3.0,"Jul 30, 2023","I never thought I would be this dissapointed with my favorite franchise.the new autobots are horrible.the beasts are a great addition.the script is awesome I'm not gonna lie but the new autobots made the film horrible...even Optimus' new behavior he's so arrogant that's not the Optimus I know...the new actors are so boring and arrogant like Optimus. I thought It was gonna be so good instead I got dissapointed.there are no problems with the terrecons i actually rooted for them to kill Optimus because he was irritating me with his arrogance.they should've stuck with the old bots we knew and actors we knew but look what we got Tin cans with bad attitudes wow!

They should've also stuck with their old car and robot forms because wow I lost interest in the middle of the movie.","June 9, 2023 (United States)"
6.0,"Jul 30, 2023","This movie was a blast. I absolutely went into this with 0 expectations. I wanted this to be good since Bumblebee was a great step in the right direction both story-wise and with how the bots are characterized.

I absolutely hated the original Bayverse films due to a few reasons. 1) unlikeable humans swallowed up a large portion of runtime; 2) action scenes shot in such a way where the constant zoom-ins made it harder to appreciate the grandeur (and also, I'd lose track of placement as they were-at times-shot sloppy); 3) bots felt less like characters and more like hollow monsters that just fought and transformed.

In Rise of the Beasts, I could feel the love that was poured into the characters, and that includes the bots. It felt like a giant love letter for fans of the franchise down to the iconic lines thrown in, the character arcs for certain bots, and the action was fantastic. I also was deeply surprised by how endeared I was to the main human, and the parallels that were made between him and Optimus. The nods to other Transformers media (aka the Unicron Trilogy with the introduction of cyber keys) was also great.

I look forward to seeing how they'll continue to improve on these movies in the future. All-in-all, this movie has the heart of Bumblebee and the action of the old Bayverse, but done better.","June 9, 2023 (United States)"
6.0,"Aug 27, 2023","I looked forward to this film with high expectations, but the film was far from good, the actors were not good enough, the storyline was sloppy and the graphics were average, the humor was also very forced.

Michael Bay's films were simply much better. Everyone expects that line to continue, but unfortunately the film has become a big flop.

It's a movie like thousands, when the movie is over you think okay that's it

I will recommend this film for transformer enthusiasts, but if you just want to see a good film, skip this one. It doesn't make you very happy. Just put on a different movie and above all dont spend any money on this movie.","June 9, 2023 (United States)"
6.0,"Jun 11, 2023","This is an absolutely pointless waste of time. Ridiculous CGI, so bad and shallow it could be a soulless Marvel movie. (But if you're into those ones, you may like this one)

Piss poor, unconvincing CGI, and a transformer speaking and acting ghetto, to appeal to the diversity-obsessed audience.

Story and production value seems like several steps back compared to previous installments.

Ok, I'll happily admit I've never been a huge transformer fan, but I consider the previous installments to be solid popcorn entertainment, this one (writing while watching the last 20 minutes) can't catch my attention. It's just ridiculous, stay clear, and clean your carpet or whatever..... Just don't waste your time on this one!","June 9, 2023 (United States)"
1.0,"Jun 11, 2023","I mean they are back after 5 years! Yes, they are truly back after 5 years of waiting and I love it!! I'm personally so happy this happened because the last two parts of the previous transformer series were disappointing, to be honest! It just lacked that connection and feel the first 3 movies created and finally, when Bumblebee came, it was a new hope and when this movie was announced I was scared but also hopeful that they give it all beans and do something good and trust me they did not disappoint! I am not really going to criticize this movie as it did have some ups and down but it's just an upward path from here as the human element is established pretty well, the Transformers developed more connection, and the storyline seems just good to be true! What I could hope for is a better casting and adding some more surprising elements as the movie was kinda predictable. Overall a solid watch and would definitely suggest you guys to watch!","June 9, 2023 (United States)"
7.0,"Jun 26, 2023","Main actor. Anthony Ramos face looks on drug... its not even cheering to watch. The act is poor. This review from 40 ppl in cinema all agree with this. Please change the character that looks more action then Anthony Ramos. Very poor act.

Main actor. Anthony Ramos face looks on drug... its not even cheering to watch. The act is poor. This review from 40 ppl in cinema all agree with this. Please change the character that looks more action then Anthony Ramos. Very poor act.

Main actor. Anthony Ramos face looks on drug... its not even cheering to watch. The act is poor. This review from 40 ppl in cinema all agree with this. Please change the character that looks more action then Anthony Ramos. Very poor act.","June 9, 2023 (United States)"
4.0,"Jan 26, 2024","Omg what a load of garbage this film is, the cgi is terrible, the scale of the transformers is all wrong, one minute Prime looks huge, the next he looks small, in one scene Mirage looked the same size as the human, and the writers had Prime hating humans, and that's a no no in my opinion.

The human actors are unknown to me and it shows, because the lead female is abysmal she annoyed me within seconds of her appearing on the screen, and the little brother was also extremely annoying. I never thought I'd say this, but where is Shia Labour when you need him?

I've been a fan of Transformers for many years and I was excited to see they were making live action movies, I've enjoyed most of them, even though they always have annoying characters, but they are getting worse with each movie they make, please go back to basics and make a proper Transformers movie.","June 9, 2023 (United States)"
8.0,"Jul 27, 2023",Why would two rock stars like Spielberg and Bay roll the dice on a 200 million dollar budget on 5 no name no acting experience humans (except for Lauren Velez) for their only human characters in the entire movie? The script was so blah an 8 year old could've written it. The acting was horrendous except for by the youngest cast member. The story lacked the heart of some of the previous movies. The only thing good was the special effects and the action sequences. People were so bored everyone in the audience were on their phones or talking. They want people to go to the movies but please give us something worth watching!!,"June 9, 2023 (United States)"
7.0,"Aug 2, 2023","""Transformers: Rise of the Beast"" is a disappointing film that falls short on various aspects. One major issue is the poor camera angles, which hinder the viewing experience. It is evident that the filmmakers lacked care and attention to detail. Additionally, the characters lack consistency and depth, making it difficult to connect with them. The movie overall feels poorly executed, as if it was solely made for profit without considering the enjoyment of fans. This lack of passion is both shameful and disgusting. The plot and scenery are equally horrendous, failing to engage the audience. Personally, I couldn't bear to watch beyond the first 40 minutes, despite attempting to give it a fair chance. In conclusion, ""Transformers: Rise of the Beast"" is a badly made film that fails to entertain and disappoints on multiple levels.","June 9, 2023 (United States)"
7.0,"Aug 4, 2023","This whole movie is an excruciatingly painful experience from start to finish. The film lacks any coherent plot, leaving viewers perplexed and disengaged throughout its unbearable runtime. The dialogue is cringe-worthy, filled with clichés and uninspired one-liners that would make even the most amateur screenwriter cringe. The special effects are laughably terrible, resembling something a high-school student would create on a shoestring budget.

The acting is atrocious, with wooden performances that make you wonder if the cast were reading off cue cards. The protagonist's lack of charisma makes it impossible to root for them, while the villain's motives are so poorly developed that you couldn't care less about their evil plan.

The editing is a disaster, with jarring cuts and continuity errors that make it feel like the film was hastily slapped together without any attention to detail. The score is equally forgettable, failing to evoke any emotion or complement the scenes in any meaningful way.

To add insult to injury, the movie's attempts at humor fall flat, resorting to juvenile and tasteless jokes that elicit eye-rolls rather than laughs. It's evident that the filmmakers relied on shock value and cheap gags, completely neglecting the essence of good storytelling.

Transformers is an epitome of a forgettable, misguided attempt at filmmaking. It's a baffling mess that fails on every level, leaving audiences questioning why they wasted their time and money on such a trainwreck of a movie. Avoid this disaster at all costs, and save yourself from enduring this painful cinematic catastrophe.","June 9, 2023 (United States)"
7.0,"Sep 6, 2023","While it doesn't quite eclipse the original Transformers or the standalone Bumblebee film, this new addition to the franchise holds its own. The script might not rewrite the rule book, but it's solid enough to carry the film forward, complemented by some truly top-notch CGI that really brings the on-screen action to life.

The main human character is a real standout. Just like in Bumblebee, the casting choice here is a winner, injecting the film with a shot of credibility. There are about half a dozen moments of pure, unadulterated excitement sprinkled throughout the movie, almost enough to make you jump out of your seat!

That's not to say the film is perfect. The humor, while plentiful, doesn't always land and can detract from the overall experience. Yet, the narrative shines through with moments of heroism and a few never-seen-before scenes that breathe a bit of fresh air into the franchise.

It's true, I've mentioned before that this isn't the cream of the crop when it comes to the series, but those five or six adrenaline-charged scenes are enough for me to give this movie a well-deserved 8 out of 10.","June 9, 2023 (United States)"
7.0,"Jul 31, 2023","What can really be said about the transformers movies at this point? They're supposed to be spectacles, but they keep on missing the mark. You go in to watch robot drama and robots fight, but you end up getting interrupted by people you don't care about, nor have any interest in caring for, with less fights and more standing around, and then the one fight that might have been actually cool got spammed SO much in the marketing and trailers that by the time you finally see it, you're not even surprised.

It seriously feels like the people making these movies don't even know why people like Transformers.","June 9, 2023 (United States)"
6.0,"Jun 11, 2023","I think the writer and director forced themselves to make this movie.

Literally bad story, bad visual effects, and even really bad CGI.

The Transformers series is getting boring because every movie has the same story. I was watching it just because of the CGI beauty of the first movie. All Transformers movies begin with the discovery of a robot by mistake. And establish a relationship between him and a human being.

The end of these films has become familiar and boring. There is no difference in the story, no matter how much the writer and director try to cover it by creating new characters or using different actors.

Unfortunately, this thing has become widespread in the world of the film industry. They cannot invent a new story, nor even play roles without affectation and exaggeration. We are seeing actors who are not worthy of the acting profession. Directors who do not have a sense of directing or a different perspective. Writers quote from other writers and claim creativity. The golden age of movies and series is over. I think.","June 9, 2023 (United States)"
1.0,"Jul 16, 2023","""Rise of the Beasts"" is a surprisingly good film that I fairly enjoyed from start to end! It's almost completely different from the Michael Bay movies. This Transformers film actually has a focus on its story where the characters have an objective. Same goes with the writing given to our lead human character played by Anthony Ramos who is good in this film. The CGI and visual effects are really good. Almost no moment felt like the work was undone. Optimus Prime is back and his character was given a lot of depth. He actually has an arc, which I found so surprising. This is a good looking film with very light saturation unlike the Michael Bay ones. The action sequences are super entertaining and made the movie flow better with its direction and pacing. We come to these movies for its action with CGI autobots. This does lead me to one of my negatives. Whenever there isn't an action sequence, the pacing suffers and feels much slower then it was. Whenever there's an action set piece, the movie move as I mentioned earlier. Another negative I have with the film are some of its characters that have nothing to do in the film and are forgettable whenever they are on screen. I also found the structure of the story off the edge and that is to do with the movies' story inconsistencies. There are also some motivations that don't always make sense and scenes that didn't need to be in the film but it didn't hurt my overall experience. The reviews and scores out there are wrong about this film. This is one of the better Transformers movies for sure and it did satisfy me!","June 9, 2023 (United States)"
6.0,"Jun 14, 2023",Let's keep this short and sweet. This was absolutely the worst transformer movie ever. Just bad. All black and Spanish cast. I get diversity but this is getting ridiculous. I made it 45 mins and that was it for me. Cost me .50 to get in and I wanted my money back. Soundtrack was really awesome though if you're a generation X like I am you will appreciate the music. And let's get one thing clear Pete Davidson is the most annoying actor there has ever been. Like you can tell he's the star of this hot mess as soon as he comes into the scene. He sucks as an actor. Moving forward I'll never watch a movie with him again. Time for Hollywood to say goodbye to this guy.,"June 9, 2023 (United States)"
1.0,"Jun 14, 2023","Step one: hire nobody actors. Step two: base it on race. Step Three: make wyites sound and act stupid. Step four: have a garbage story. Step five: make as much as we can with no care in the world. Typical Hollywood nonsense. So disappointed . There could have been so much more potential if they didn't good full blown budlight shenanigans, all in the impression a small minority of the mentally ill. This movie could have done extremely well with the main character, but I feel it was ruined by the black girl and the story. It was weak and predictable. I can only imagine how much they saved on these low level actors.","June 9, 2023 (United States)"
8.0,"Feb 18, 2024","It's always my goal to get the same experience as The Dark of the Moon whenever I watch Transformer. In contrast to the other two Transformer movies, it fails to impress me. My thoughts today were that I would experience something like that, but instead it was the other way around, I am really impressed with the visual effects and the story, this time they take things slow, which makes sense when robots get ready to battle.

As a fan of this franchise, this movie comes as a breath of fresh air. Last two movies was misrable that I don't even remember the names, but I am also one of a few fan that like Bumble Bee. Just ignore the negative review go and enjoy.","June 9, 2023 (United States)"
6.0,"Jan 21, 2024",5 years ago Bumblebee was a breath of fresh hair for once. I was pretty satisfied with the outcome or should I say what this franchise potential can truly be and then I was wondering if they'll follow this pattern for the future movies. Apparently I have been fooling myself. This movie is nothing but a run of the mill summer blockbuster and not even a Michael Bay directed outrageous way. From now on it's going to derail even more. Bumblebee really felt like knew it's identity and it showed that with the heartwarming solid script. I reckon that was on Hasbro's myopic business strategy. Paramount partnership was highly lucrative for them in the past. I doubt the box office will ever see the glory old days of Bayformers. Hasbro is incredibly desperate to sell more licensed toys.,"June 9, 2023 (United States)"
1.0,"Aug 13, 2023","I don't know what's wrong with today cinema. They are so focused on pushing an agenda that everything else goes out the window. The same thing happened in black panther 2. The first thing Iron Heart did was blast a cop in the face. Now in this movie, they kill tons in 1 scene and we are supposed to root for them and think they are cool because they make jokes. What are we teaching to the youths. May I remind you, these are the characters your supposed to like and cop killing happens in their introductions...

Aside from that, the character development is terrible. Jokes are thrown around in very serious situations that eventually make the movie seem like a big joke.

We get to see the autobots from the original beast wars show but rhinox says nothing throughtout the movie and the others maybe say a word or 2.

This movie had an overall great idea for the plot but the dialogue is terrible and the relationship they tried to build with the robot and the main character was not fleshed out all to make us care and trust me... at the end they try really hard to make you care so much that everyone i asked either couldn't look at the screen or wanted to turn it off. It was as cringe as michael from the office giving the kids HP batteries.

A couple good action scenes the scenery and locations they visit are what i mainly look for in these movies and they did that well.","June 9, 2023 (United States)"
7.0,"Nov 20, 2023","Transformers: Rise of the Beasts is the seventh installment in the Transformers film franchise, and it delivers what fans have come to expect from the series: spectacular action, stunning visuals, and nostalgic references to the classic toys and cartoons. The film is set in 1994, and follows the adventures of Optimus Prime and his Autobots as they face a new threat from the Predacons, a faction of ancient Transformers that can transform into prehistoric beasts. Along the way, they team up with a pair of human allies, played by Anthony Ramos and Dominique Fishback, who help them uncover the secrets of their origins and destiny.

The film is directed by Steven Caple Jr., who brings a fresh and energetic vision to the franchise, while staying true to its core elements. The action scenes are thrilling and inventive, showcasing the diverse abilities and personalities of the Transformers, as well as their interactions with their human counterparts. The film also pays homage to the original Generation 1 Transformers.

The film also explores the mythology and history of the Transformers, revealing more about their origins on Cybertron, their connection to Earth, and their role in the cosmic balance.

The film is not without its flaws, however. The plot is sometimes convoluted and confusing, with too many subplots and twists that are not fully explained or resolved. The dialogue is often cheesy and clichéd, relying on humor that falls flat or feels forced. The human characters are not very well-developed or relatable, serving mostly as plot devices or comic relief. The film also suffers from some pacing issues, being too long and slow in some parts, and too rushed and abrupt in others.

However, these flaws do not detract from the overall enjoyment of the film, which is ultimately a fun and entertaining ride for fans of the Transformers franchise. The film is a visual feast for the eyes, with stunning CGI effects that bring the Transformers to life in realistic and detailed ways. The film is also a nostalgic trip for those who grew up with the Transformers toys and cartoons, offering plenty of Easter eggs and references that will make them smile. The film is a celebration of the Transformers legacy, as well as a promising start for a new chapter in their saga.

Transformers: Rise of the Beasts is a film that delivers what it promises: fun action. If you are looking for a popcorn flick that will keep you entertained and amazed for two hours, then this is the film for you. Enjoy the fun action!","June 9, 2023 (United States)"
7.0,"Jul 16, 2023","I recently watched ""Transformers: Rise of the Beasts"" (2023), and I must say that it was quite disappointing. The movie fell far short of our expectations and, in my opinion, stands as one of the worst entries in the Transformers series.

The film suffered from several issues that greatly affected the overall viewing experience. The actors' performances were below par, failing to capture the essence of the characters effectively. The script lacked depth and creativity, making the storyline feel haphazard and poorly developed. Furthermore, the audio quality left much to be desired, detracting from the immersive experience we expect from a blockbuster movie.

It's puzzling why the movie was released in such a state, given the high standards we associate with the Transformers franchise. The film left me and many other fans thoroughly disappointed and, as you mentioned, it indeed had a negative impact on our mood and expectations.

In summary, ""Transformers: Rise of the Beasts"" was a letdown on multiple fronts, and I hope the franchise can return to its former glory in future installments.","June 9, 2023 (United States)"
7.0,"Aug 29, 2023","This is one of the best Transformers to date. I'd put it right behind Bumblebee and Transformers 1. The comedy landed well in this movie. Pete Davidson was hilarious. The action was definitely not Michael Bay quality but it was still very good. The story line was a lot better in this movie than the previous transformers movies. I like they are venturing out and introducing us to new ""factions"" in the Transformers world. If this is the start of a new trilogy then I have high hopes for it. The film is on the short side for Transformers at 2hrs and 7 mins but it does feel like the right length. I was getting a bit tired of the Bay franchise so is something new and I thoroughly enjoyed it. I recommend it.","June 9, 2023 (United States)"
7.0,"Jul 12, 2023","The writing for this film was beyond lazy. I sat there for most of the movie and thought the entire script could have been written using ChatGPT. Extremely flat and troupe like characters with nothing interesting to say, and a quickly thrown together plot that was overall executed extremely poorly. The only not negative aspect of this film were the brief action scenes, but none of it felt worth anyone's time. If you asked someone to write out the most generic action movie they could think of, I think they would have come up with something very similar to this film. Seriously not worth the watch under almost any circumstances other than to laugh at how bad this movie was.","June 9, 2023 (United States)"
4.0,"Jun 15, 2023","The robots in disguise are back, although I'm not certain if we've ""truly"" seen these versions before. Transformers: Rise of the Beasts is a new start, of sorts. I'm assuming it takes place in the same continuity as 2018's Bumblebee, as opposed to that of Michael Bay's series -- not that those films had any kind of real, coherent continuity to begin with.

Certain fanboys have gone bananas for the film, ecstatic that it resembles the old 'toons more than it resembles the prior live-action films, but even as I try to enter the mind of a fanboy, it's hard to see what's so exciting about this dull, predictable affair. Some praised the one-take battle in one particular clip, comparing it to the shakiness, incomprehensible editing, and senseless framing of the ones in the Bay films (especially The Last Knight).

In doing so, however, they only drew attention to how bland and soulless everything looks now (not just Rise of the Beasts; that one car-chase promo for Indiana Jones 5, posted around the same time, gave us a similar epiphany). They made us miss Bay. To quote Brandon Streussnig: ""I understand Bay isn't for everyone ... but the way we've overcorrected into soulless, stitched-together one-takes where everything moves robotically (sorry) is boring. This kind of shot is in every blockbuster now and they all look the same.""

I don't know that this makes it worse than The Last Knight (very few movies are), but you can't say Bay isn't a distinct filmmaker. His compositions and color schemes are unmistakably his. His action scenes, although they failed to make these robots seem like they were actually there (they were well-rendered but never felt truly immense or heavy), had some real ""oomph"" to their gun blasts and explosions. This was in no small part due to the fact that, despite what jokes we might make about Bay's inveterate love of CGI, he did favor practical pyrotechnics, cars, and sets. (Rewatch The Rock sometime if you doubt me.)

Also, some other fans don't take kindly to the way these more cartoon-accurate designs look in live-action. (Like Bay's versions, they don't always seem to have any real presence, and without all the fire and smoke -- as well as the aforementioned shakycam -- it is easier to notice imperfections in the CGI.) So do the piles of whirring and clanking spiky garbage from the older live-action films work better? In retrospect, maybe some do. But I can't say miss watching them partake in indecipherable action scenes. Plus, none of the new robots are unnerving stereotypes, scenes/shots actually follow semi-logically from one to the next, and there aren't entire sequences devoted to explaining why dating a minor in Texas is okay, so that's nice.

All the same, I would agree that this movie feels more ""corporate""; rarely is there a sense that anyone's particular vision or voice is being expressed. But who cares? Look, it's Optimus Prime, and he's voiced again by Peter Cullen! And Optimus Primal from Beast Wars is there too, voiced by Ron Perlman! Remember Beast Wars? Oh no, Unicron is coming! Remember Unicron? Look, it's Pete Davidson as... Wait, where are you going?

In the movie, the Maximals (those are the 'bots that mimic wild animals) are the first to come under attack from Unicron (naturally, they have Something He Wants), fleeing to Earth to seek the aid of Optimus and the Autobots. Of course there must be attractive humans along for the MacGuffin hunt. They're okay, but nothing especially original; the most interesting arcs belong to the robots -- who, yes, seem like proper characters this time around.

There are some smaller-scale VFX moments that work well enough, and the 90s setting is fairly well-realized, with an appropriate number of Wu-Tang Clan and A Tribe Called Quest tracks. (I also noticed the movie Spaceballs among the assorted audio clips Bumblebee uses to communicate, which made me smile.) That's a bonus for the adults. What of the kids? Well, supposing the Spider-Verse screening is sold out, they might enjoy the action here too. For the kids-at-heart, there's the prospect that this franchise has gone full MCU and that there's apparently a full-on ""Hasbro cinematic universe"" in the works. Note that Hasbro also owns My Little Pony.

Bottom line: The movie is appreciably better than most of the previous Transformers flicks and, alas, that makes it less interesting. I can see why the cruelest critique in the Zoomer vernacular is ""mid"".","June 9, 2023 (United States)"
6.0,"Jul 4, 2023","This latest entry into the long running Transformer series is very underwhelming, sorry to say. Michael Bay sits out this movie and his absence is felt. The style and flair is gone. The movie is totally boring. I gave it 2 stars instead of one because there is a few cool fight scenes but that's about it. The two main human characters are very dull. Dominque Fishback is no Megan Fox, not even close! Their character development is filled with a slew of bogus social justice non-sense that makes your eyes roll. It takes place in the mid-90's reminding me of the horrible music that that decade produced. Very sad entry into a beloved movie franchise indeed.","June 9, 2023 (United States)"
5.0,"Jul 16, 2023","It was awesome, great cgi, battles, I knew what I was about to watch, did not expect any deeper meaning, I wanted to see awesome cgi of giant robots fighting, cheesy lines and it delivered 100%!

Prime was awesome, who. Doesn't love his badass lines , Ian Cullen is an idol, mirage and Noah as well, scourge was a top notch bad guy, maximals were awesome, nice voice actors as well

It is a fight between good and evil and that is all you need to know, not all movies need to pass something to us.

It is a cinema experience so if you love cgi battles go watch it, enjoy it and escape from reality for a while! Have fun!","June 9, 2023 (United States)"
9.0,"Aug 13, 2023","Whoever wrote this script and cast these actors needs to lose their job.

This movie has DEI written all over it. The female museum worker in the lab coat is the worst, most unconvincing part of the whole movie, worse than the male lead.

It's sad when you care more about checking all the boxes than the quality of the product itself.

Whoever wrote this script and cast these actors needs to lose their job.

This movie has DEI written all over it.

It's sad when you care more about checking all the boxes than the quality of the product itself.

Whoever wrote this script and cast these actors needs to lose their job.

This movie has DEI written all over it.

It's sad when you care more about checking all the boxes than the quality of the product itself.","June 9, 2023 (United States)"
6.0,"Aug 3, 2023","The plot is clunky, the acting is very poor, and you can't understand what one of the actors is saying during the film. It's not paced, and the action was underwhelming. It's like they face Transformers to the D team with 1/5 of the budget of the original. Not worth your time.

I don't understand why they decided to not use real actors but it completely sucks you out of the movie. The plot and how it plays out, didn't make a whole lot of sense either. It felt like they were trying to come up with an excuse to bring Maximals to earth but how it happens doesn't make a whole lot of sense either. Just avoid or start the movie at the 55 minute mark.","June 9, 2023 (United States)"
